,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Category,Duration_h
9551,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,In-flight meal not included,11924.0,Medium,9.0h
9552,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,23:35 10 Jun,27h 10m,1 stop,No info,12692.0,Extreme duration,27.166666666666668h
9553,Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,6478.0,Short-haul,3.0833333333333335h
9554,IndiGo,15/05/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,4226.0,Short-haul,4.0h
9556,Air India,6/03/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,9340.0,Short-haul,2.25h
9557,Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 13 Jun,22h 55m,2 stops,In-flight meal not included,11507.0,Extreme duration,22.916666666666668h
9559,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,,9663.0,Medium,5.5h
9560,Jet Airways,6/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25 07 Mar,23h,2 stops,In-flight meal not included,16389.0,Extreme duration,23.0h
9561,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15h 10m,1 stop,No info,10197.0,Long-haul,15.166666666666666h
9563,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,11:25 13 Mar,14h,1 stop,No info,13817.0,Long-haul,14.0h
9564,Jet Airways,15/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229.0,Short-haul,3.0h
9566,Air Asia,15/05/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,4282.0,Short-haul,2.8333333333333335h
9567,Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,04:25 13 Jun,18h 50m,2 stops,No info,13292.0,Extreme duration,18.833333333333332h
9569,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 02 Apr,21h 25m,1 stop,No info,12681.0,Extreme duration,21.416666666666668h
9571,Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:45,12h 15m,1 stop,No info,12615.0,Long-haul,12.25h
9573,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,13:15 13 Mar,14h 20m,1 stop,In-flight meal not included,11507.0,Long-haul,14.333333333333334h
9574,SpiceJet,3/05/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 04 May,1h 30m,non-stop,No info,2227.0,Short-haul,1.5h
9575,Jet Airways,18/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,8016.0,Short-haul,3.0h
9576,SpiceJet,9/05/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,4885.0,Short-haul,2.8333333333333335h
9577,IndiGo,1/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4174.0,Short-haul,2.75h
9578,Air Asia,9/05/2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1 stop,No info,5162.0,Short-haul,3.6666666666666665h
9581,Air India,27/05/2019,Delhi,Cochin,DEL → BOM → COK,18:00,19:15 28 May,25h 15m,1 stop,No info,8372.0,Extreme duration,25.25h
9583,IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:00,4h 25m,1 stop,No info,5054.0,Short-haul,4.416666666666667h
9585,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,15:30,7h 5m,1 stop,No info,9709.0,Medium,7.083333333333333h
9586,Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 13 Jun,26h 55m,2 stops,No info,13014.0,Extreme duration,26.916666666666668h
9587,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,13029.0,Medium,9.333333333333334h
9588,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,13937.0,Long-haul,13.0h
9589,SpiceJet,3/03/2019,Delhi,Cochin,DEL → MAA → COK,15:55,21:55,6h,1 stop,No info,11349.0,Medium,6.0h
9590,Jet Airways,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 23 May,29h 20m,2 stops,No info,15129.0,Extreme duration,29.333333333333332h
9591,SpiceJet,9/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No info,3597.0,Short-haul,2.25h
9592,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,20:45 07 May,24h 45m,1 stop,No info,14388.0,Extreme duration,24.75h
9593,Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,10:25 13 Mar,26h 25m,1 stop,In-flight meal not included,11087.0,Extreme duration,26.416666666666668h
9594,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,09:20 02 May,19h 15m,1 stop,In-flight meal not included,9663.0,Extreme duration,19.25h
9595,Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 02 Jun,22h 55m,2 stops,No info,13014.0,Extreme duration,22.916666666666668h
9596,IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943.0,Short-haul,2.8333333333333335h
9597,Air India,15/03/2019,Banglore,New Delhi,BLR → COK → DEL,22:00,13:20 16 Mar,15h 20m,1 stop,No info,8845.0,Long-haul,15.333333333333334h
9598,Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,12:30 25 Mar,16h,1 stop,No info,12173.0,Long-haul,16.0h
9600,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6h 25m,1 stop,No info,7242.0,Medium,6.416666666666667h
9601,Jet Airways,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,04:25 25 Jun,22h 55m,2 stops,No info,13292.0,Extreme duration,22.916666666666668h
9602,IndiGo,21/03/2019,Banglore,New Delhi,BLR → AMD → DEL,14:25,19:25,5h,1 stop,No info,7708.0,Medium,5.0h
9603,Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,non-stop,No info,8040.0,Short-haul,1.5h
9604,SpiceJet,12/05/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,3597.0,Short-haul,2.25h
9606,Air India,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,20:25 16 May,26h 55m,1 stop,No info,10203.0,Extreme duration,26.916666666666668h
9607,IndiGo,27/04/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,7173.0,Medium,5.75h
9608,SpiceJet,9/06/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 10 Jun,1h 30m,non-stop,No check-in baggage included,1965.0,Short-haul,1.5h
9609,IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 07 Jun,5h 5m,1 stop,No info,5054.0,Medium,5.083333333333333h
9610,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,No info,5054.0,Short-haul,2.8333333333333335h
9612,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 10 May,25h,1 stop,In-flight meal not included,7341.0,Extreme duration,25.0h
9613,SpiceJet,3/06/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3919.0,Short-haul,2.8333333333333335h
9614,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,15:05,04:25 28 Mar,13h 20m,1 stop,No info,12242.0,Long-haul,13.333333333333334h
9615,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 19 May,28h 50m,1 stop,No info,13067.0,Extreme duration,28.833333333333332h
9617,Air Asia,21/04/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 22 Apr,2h 30m,non-stop,No info,5645.0,Short-haul,2.5h
9618,IndiGo,24/06/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,5054.0,Short-haul,2.3333333333333335h
9619,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 10 Jun,9h 30m,1 stop,,13587.0,Medium,9.5h
9620,IndiGo,21/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0,Short-haul,2.3333333333333335h
9621,Air India,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,8879.0,Medium,9.25h
9622,SpiceJet,21/04/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,4319.0,Short-haul,2.6666666666666665h
9623,Air India,27/03/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,2050.0,Short-haul,1.5h
9624,Jet Airways,3/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No info,8040.0,Short-haul,1.4166666666666667h
9625,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 07 May,13h 20m,1 stop,No info,13584.0,Long-haul,13.333333333333334h
9626,Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 07 Jun,8h 55m,2 stops,No info,13014.0,Medium,8.916666666666666h
9627,Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,9345.0,Long-haul,11.666666666666666h
9628,Jet Airways,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 04 Jun,27h,2 stops,In-flight meal not included,11507.0,Extreme duration,27.0h
9629,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1 stop,No info,8266.0,Long-haul,13.25h
9630,Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1h 30m,non-stop,No info,5678.0,Short-haul,1.5h
9631,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 13 Jun,12h 30m,1 stop,No info,13377.0,Long-haul,12.5h
9632,Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,9345.0,Long-haul,11.666666666666666h
9633,IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 16 May,6h 55m,1 stop,No info,7191.0,Medium,6.916666666666667h
9634,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,17:45,01:35 28 Mar,7h 50m,1 stop,No info,7845.0,Medium,7.833333333333333h
9635,Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,7229.0,Short-haul,2.9166666666666665h
9638,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,8784.0,Long-haul,13.5h
9640,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,19:10 22 May,22h 45m,1 stop,No info,13067.0,Extreme duration,22.75h
9641,Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995.0,Short-haul,1.5h
9642,Air India,3/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,18:30,19:15 04 Jun,24h 45m,2 stops,No info,12488.0,Extreme duration,24.75h
9643,Air Asia,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1 stop,No info,7870.0,Long-haul,15.916666666666666h
9644,Air India,12/05/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,6094.0,Short-haul,2.8333333333333335h
9645,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,5608.0,Medium,7.25h
9646,GoAir,3/03/2019,Delhi,Cochin,DEL → HYD → COK,07:30,13:20,5h 50m,1 stop,No info,6112.0,Medium,5.833333333333333h
9647,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,08:15 07 Mar,15h 20m,1 stop,No info,16736.0,Long-haul,15.333333333333334h
9648,Vistara,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,10:45 13 Jun,14h 25m,1 stop,No info,8452.0,Long-haul,14.416666666666666h
9649,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25 10 May,21h 25m,1 stop,In-flight meal not included,9314.0,Extreme duration,21.416666666666668h
9650,IndiGo,21/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850.0,Short-haul,2.3333333333333335h
9651,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 22 Mar,8h 40m,1 stop,In-flight meal not included,11507.0,Medium,8.666666666666666h
9652,Air India,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,19:15 22 May,38h 15m,2 stops,No info,9968.0,Extreme duration,38.25h
9653,Jet Airways,18/05/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No info,9564.0,Short-haul,3.25h
9656,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,08:10 25 Mar,12h 25m,1 stop,No info,14231.0,Long-haul,12.416666666666666h
9657,Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 16 Jun,22h,2 stops,No info,13376.0,Extreme duration,22.0h
9658,IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15h 40m,1 stop,No info,6674.0,Long-haul,15.666666666666666h
9662,Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,17:25,10:15 13 Mar,16h 50m,2 stops,No info,12778.0,Long-haul,16.833333333333332h
9663,Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,7229.0,Short-haul,3.0h
9664,Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,8016.0,Short-haul,3.0h
9665,IndiGo,27/05/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 28 May,2h 35m,non-stop,No info,4804.0,Short-haul,2.5833333333333335h
9666,Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,8016.0,Short-haul,3.0h
9667,Air Asia,9/06/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,5645.0,Short-haul,2.5833333333333335h
9668,Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:40,00:45 07 Mar,6h 5m,1 stop,No info,22270.0,Medium,6.083333333333333h
9670,Jet Airways,6/04/2019,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1 stop,In-flight meal not included,5406.0,Medium,5.5h
9671,Air India,24/03/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 25 Mar,16h 5m,1 stop,No info,5567.0,Long-haul,16.083333333333332h
9672,IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → COK,04:55,16:10,11h 15m,1 stop,No info,6171.0,Long-haul,11.25h
9674,Jet Airways,6/04/2019,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 07 Apr,13h 45m,1 stop,In-flight meal not included,5177.0,Long-haul,13.75h
9675,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,17:45,01:30 13 Jun,7h 45m,1 stop,No info,6795.0,Medium,7.75h
9676,SpiceJet,27/05/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,3625.0,Short-haul,2.8333333333333335h
9677,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 19 May,22h 35m,1 stop,In-flight meal not included,12373.0,Extreme duration,22.583333333333332h
9678,SpiceJet,9/05/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5h 15m,1 stop,No info,4963.0,Medium,5.25h
9680,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1 stop,,10197.0,Long-haul,10.5h
9683,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1 stop,No info,9856.0,Long-haul,15.416666666666666h
9684,Air India,18/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,12:30 19 May,19h 45m,2 stops,No info,15170.0,Extreme duration,19.75h
9685,IndiGo,1/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No info,6442.0,Long-haul,14.916666666666666h
9686,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 28 May,25h 30m,1 stop,In-flight meal not included,12898.0,Extreme duration,25.5h
9687,Jet Airways,1/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,7229.0,Short-haul,3.0h
9688,Air India,9/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 10 May,15h 20m,2 stops,No info,13033.0,Long-haul,15.333333333333334h
9689,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 13 May,24h 40m,1 stop,In-flight meal not included,10703.0,Extreme duration,24.666666666666668h
9690,IndiGo,9/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,6297.0,Short-haul,2.25h
9691,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 07 May,21h 35m,1 stop,In-flight meal not included,9314.0,Extreme duration,21.583333333333332h
9692,Vistara,15/03/2019,Banglore,New Delhi,BLR → DEL,09:50,12:35,2h 45m,non-stop,No info,6138.0,Short-haul,2.75h
9693,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,6838.0,Long-haul,11.75h
9694,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,01:30 10 Jun,11h 30m,1 stop,No info,13377.0,Long-haul,11.5h
9695,Air India,18/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 19 May,23h 40m,2 stops,No info,10975.0,Extreme duration,23.666666666666668h
9697,Air India,21/03/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 22 Mar,27h 20m,1 stop,No info,7532.0,Extreme duration,27.333333333333332h
9699,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 10 Jun,8h 40m,1 stop,In-flight meal not included,11507.0,Medium,8.666666666666666h
9700,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,13727.0,Medium,8.0h
9701,IndiGo,9/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 10 May,14h 5m,1 stop,No info,8330.0,Long-haul,14.083333333333334h
9702,IndiGo,21/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823.0,Short-haul,2.9166666666666665h
9704,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7h 35m,1 stop,No info,10877.0,Medium,7.583333333333333h
9705,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,08:15 13 Mar,13h 20m,1 stop,No info,13817.0,Long-haul,13.333333333333334h
9708,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,19:00 22 May,21h 10m,1 stop,No info,16079.0,Extreme duration,21.166666666666668h
9710,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1 stop,No info,15077.0,Long-haul,12.583333333333334h
9711,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,08:15 02 Apr,15h 45m,1 stop,In-flight meal not included,7064.0,Long-haul,15.75h
9712,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,08:15 22 May,18h 10m,1 stop,In-flight meal not included,9663.0,Extreme duration,18.166666666666668h
9713,Air India,6/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,21:30,19:15 07 Mar,21h 45m,2 stops,No info,11552.0,Extreme duration,21.75h
9714,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 13 Jun,22h 5m,1 stop,In-flight meal not included,10262.0,Extreme duration,22.083333333333332h
9715,SpiceJet,15/04/2019,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1 stop,No info,5899.0,Medium,6.333333333333333h
9716,Jet Airways,1/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 02 Jun,22h,2 stops,No info,13376.0,Extreme duration,22.0h
9717,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,10:25 13 Mar,15h 30m,1 stop,No info,13817.0,Long-haul,15.5h
9718,Vistara,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20 02 May,24h,1 stop,,8610.0,Extreme duration,24.0h
9719,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 10 May,19h 25m,1 stop,In-flight meal not included,12373.0,Extreme duration,19.416666666666668h
9720,SpiceJet,27/05/2019,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,No info,5673.0,Short-haul,4.916666666666667h
9721,Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50 02 Apr,22h 30m,1 stop,No info,7927.0,Extreme duration,22.5h
9722,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,10262.0,Long-haul,16.75h
9724,Air India,01/03/2019,Banglore,New Delhi,BLR → BBI → DEL,09:30,12:05 02 Mar,26h 35m,1 stop,No info,12704.0,Extreme duration,26.583333333333332h
9725,Air India,9/05/2019,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:15 10 May,25h 15m,1 stop,No info,6612.0,Extreme duration,25.25h
9726,IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823.0,Short-haul,2.9166666666666665h
9727,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,In-flight meal not included,10262.0,Medium,9.0h
9728,IndiGo,21/03/2019,Delhi,Cochin,DEL → MAA → COK,07:20,12:30,5h 10m,1 stop,No info,5054.0,Medium,5.166666666666667h
9730,Jet Airways,6/04/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,5177.0,Medium,7.5h
9731,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,20:45 10 Jun,24h 45m,1 stop,In-flight meal not included,10844.0,Extreme duration,24.75h
9732,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,00:25,03:15,2h 50m,non-stop,No info,4077.0,Short-haul,2.8333333333333335h
9733,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,09:15 25 Mar,16h 20m,1 stop,No info,14231.0,Long-haul,16.333333333333332h
9734,Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,23:25,14h 35m,2 stops,No info,13250.0,Long-haul,14.583333333333334h
9735,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,21:20,14h 20m,1 stop,No info,13817.0,Long-haul,14.333333333333334h
9736,SpiceJet,09/03/2019,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,non-stop,No info,6205.0,Short-haul,2.8333333333333335h
9737,Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 28 Jun,13h 30m,2 stops,No info,12819.0,Long-haul,13.5h
9738,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,,4591.0,Short-haul,2.8333333333333335h
9740,SpiceJet,9/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597.0,Short-haul,2.3333333333333335h
9741,IndiGo,3/04/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4174.0,Short-haul,2.5833333333333335h
9742,Vistara,27/05/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216.0,Short-haul,3.1666666666666665h
9743,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 10 May,25h,1 stop,No info,10624.0,Extreme duration,25.0h
9744,Air Asia,24/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,6152.0,Long-haul,14.5h
9745,IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,20:30,01:35 10 Mar,5h 5m,1 stop,No info,6937.0,Medium,5.083333333333333h
9748,Jet Airways,6/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678.0,Short-haul,1.4166666666666667h
9749,Air India,15/03/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,11:20 16 Mar,24h 50m,1 stop,No info,7013.0,Extreme duration,24.833333333333332h
9750,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 22 May,28h,1 stop,No info,16079.0,Extreme duration,28.0h
9751,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,In-flight meal not included,10539.0,Medium,8.416666666666666h
9752,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,11841.0,Medium,7.083333333333333h
9753,IndiGo,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,19:35,00:35 16 Mar,5h,1 stop,No info,10509.0,Medium,5.0h
9754,IndiGo,3/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0,Short-haul,2.3333333333333335h
9755,Air India,1/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 02 May,28h 20m,2 stops,No info,15532.0,Extreme duration,28.333333333333332h
9756,Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,06:50,21:00,14h 10m,1 stop,In-flight meal not included,14086.0,Long-haul,14.166666666666666h
9757,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → HYD → COK,14:35,22:20,7h 45m,1 stop,In-flight meal not included,5883.0,Medium,7.75h
9759,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 02 May,25h,1 stop,In-flight meal not included,9314.0,Extreme duration,25.0h
9760,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,In-flight meal not included,13994.0,Long-haul,11.5h
