,Unnamed: 0,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Category,Duration_h_int
8073,10122,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,20:45 25 May,25h 50m,1 stop,In-flight meal not included,10844.0,Extreme duration,25
8074,10123,Air India,3/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 04 Jun,23h,2 stops,No info,13381.0,Extreme duration,23
8075,10125,Jet Airways,3/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 04 Mar,10h 55m,1 stop,No info,17024.0,Long-haul,10
8076,10127,Air India,01/03/2019,Banglore,New Delhi,BLR → VGA → VTZ → DEL,10:30,17:45,7h 15m,2 stops,Change airports,17461.0,Medium,7
8077,10128,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 25 May,12h 15m,1 stop,No info,13731.0,Long-haul,12
8078,10129,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,08:15 16 Mar,15h 20m,1 stop,No info,13555.0,Long-haul,15
8079,10130,IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804.0,Short-haul,2
8080,10131,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,No info,16289.0,Long-haul,11
8081,10133,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 19 May,14h 55m,1 stop,No info,7503.0,Long-haul,14
8082,10134,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,19:15,10h 50m,1 stop,No info,8601.0,Long-haul,10
8083,10135,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,12:00 02 Apr,27h 35m,1 stop,In-flight meal not included,7064.0,Extreme duration,27
8084,10136,Air Asia,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1 stop,No info,5192.0,Long-haul,11
8085,10137,SpiceJet,9/06/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,9158.0,Medium,5
8086,10138,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,17:00,01:35 07 Mar,8h 35m,1 stop,,24318.0,Medium,8
8087,10139,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → HYD → COK,07:10,18:10,11h,1 stop,No info,7038.0,Long-haul,11
8088,10140,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,22:20,01:10 25 Mar,2h 50m,non-stop,No info,7303.0,Short-haul,2
8089,10141,IndiGo,15/03/2019,Banglore,New Delhi,BLR → LKO → DEL,05:25,10:10,4h 45m,1 stop,No info,8021.0,Short-haul,4
8090,10144,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 16 Jun,6h 30m,1 stop,No info,7408.0,Medium,6
8091,10145,IndiGo,27/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,2227.0,Short-haul,1
8092,10146,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,No info,16108.0,Medium,7
8093,10147,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 16 Jun,18h 20m,1 stop,In-flight meal not included,10262.0,Extreme duration,18
8094,10148,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,14714.0,Long-haul,10
8095,10149,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 04 Jun,20h 10m,1 stop,In-flight meal not included,11507.0,Extreme duration,20
8096,10150,IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,7640.0,Medium,8
8097,10151,Vistara,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,8610.0,Long-haul,11
8098,10152,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,18:50,10h 50m,1 stop,No info,12767.0,Long-haul,10
8099,10154,IndiGo,27/04/2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6442.0,Medium,9
8100,10155,Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4030.0,Short-haul,2
8101,10156,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,7408.0,Medium,8
8102,10157,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,10696.0,Medium,9
8103,10159,IndiGo,9/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754.0,Short-haul,1
8104,10160,Air India,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,06:45,12:15,5h 30m,1 stop,No info,23677.0,Medium,5
8105,10161,Air India,1/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,08:55 02 May,23h 5m,2 stops,No info,13227.0,Extreme duration,23
8106,10162,IndiGo,27/03/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1h 25m,non-stop,No info,2754.0,Short-haul,1
8107,10163,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,6758.0,Long-haul,16
8108,10164,Air India,18/05/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6934.0,Short-haul,3
8109,10165,Jet Airways,3/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50,13h 25m,2 stops,No info,18799.0,Long-haul,13
8110,10166,Jet Airways,6/05/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,11507.0,Short-haul,1
8111,10167,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,20:20,13h 20m,1 stop,No info,27992.0,Long-haul,13
8112,10168,Jet Airways,1/04/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4544.0,Short-haul,3
8113,10172,IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5644.0,Short-haul,2
8114,10173,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 07 May,24h 40m,1 stop,No info,13067.0,Extreme duration,24
8115,10174,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,6513.0,Medium,9
8116,10176,IndiGo,6/03/2019,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,5054.0,Short-haul,2
8117,10177,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,20:45 19 May,24h 45m,1 stop,In-flight meal not included,10844.0,Extreme duration,24
8118,10180,Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229.0,Short-haul,3
8119,10181,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 07 Jun,16h 55m,1 stop,In-flight meal not included,10262.0,Long-haul,16
8120,10182,IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,4778.0,Short-haul,2
8121,10183,IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 16 Mar,2h 50m,non-stop,No info,8033.0,Short-haul,2
8122,10184,Air India,27/05/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 28 May,25h 35m,1 stop,No info,8425.0,Extreme duration,25
8123,10185,Jet Airways,3/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 04 Jun,22h,2 stops,In-flight meal not included,10919.0,Extreme duration,22
8124,10186,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,08:55,18:50,9h 55m,1 stop,No info,15411.0,Medium,9
8125,10188,Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → BLR,16:45,21:05 25 Mar,28h 20m,1 stop,No info,6535.0,Extreme duration,28
8126,10189,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No info,8355.0,Medium,7
8127,10191,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:45 25 Mar,22h 25m,1 stop,No info,12102.0,Extreme duration,22
8128,10192,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 02 May,16h 45m,1 stop,In-flight meal not included,9314.0,Long-haul,16
8129,10193,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 19 May,6h 55m,1 stop,No info,7503.0,Medium,6
8130,10194,SpiceJet,3/03/2019,Delhi,Cochin,DEL → MAA → COK,06:10,11:20,5h 10m,1 stop,No info,9748.0,Medium,5
8131,10195,IndiGo,27/06/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804.0,Short-haul,2
8132,10196,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,In-flight meal not included,11507.0,Medium,9
8133,10197,Jet Airways,24/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,12:35 25 Jun,27h 10m,2 stops,No info,13882.0,Extreme duration,27
8134,10198,Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,15:50,18:45,2h 55m,non-stop,,7229.0,Short-haul,2
8135,10199,Air India,24/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,2575.0,Short-haul,1
8136,10200,IndiGo,21/05/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 22 May,3h,non-stop,No info,3943.0,Short-haul,3
8137,10201,SpiceJet,24/04/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,4760.0,Short-haul,4
8138,10202,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,22:35,16h 5m,1 stop,In-flight meal not included,8824.0,Long-haul,16
8139,10204,Air Asia,21/03/2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 22 Mar,14h 25m,1 stop,No info,6151.0,Long-haul,14
8140,10205,Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 22 May,12h 45m,2 stops,No info,12324.0,Long-haul,12
8141,10206,Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,10:25,4h 40m,1 stop,In-flight meal not included,11087.0,Short-haul,4
8142,10207,Air Asia,3/03/2019,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,non-stop,No info,5964.0,Short-haul,2
8143,10208,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,22:05 02 May,25h 40m,1 stop,No info,14151.0,Extreme duration,25
8144,10209,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 16 May,28h 50m,1 stop,No info,11467.0,Extreme duration,28
8145,10210,SpiceJet,21/05/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 22 May,2h 20m,non-stop,No info,3873.0,Short-haul,2
8146,10211,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:35 22 Mar,10h 35m,1 stop,No info,13542.0,Long-haul,10
8147,10213,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,6144.0,Short-haul,2
8148,10214,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,10262.0,Medium,5
8149,10215,Air Asia,6/04/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383.0,Short-haul,2
8150,10216,Air India,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,20:25 10 Jun,26h 55m,1 stop,No info,10413.0,Extreme duration,26
8151,10217,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,In-flight meal not included,13994.0,Medium,9
8152,10218,Air India,21/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2 stops,,13143.0,Extreme duration,17
8153,10219,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,18:50,10h 25m,1 stop,No info,13069.0,Long-haul,10
8154,10220,Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35 28 May,17h 25m,2 stops,No info,15129.0,Extreme duration,17
8155,10221,GoAir,9/06/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3898.0,Short-haul,2
8156,10222,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No info,13941.0,Medium,7
8157,10223,Air India,21/03/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,11:20 19 Mar,24h 50m,1 stop,No info,6383.0,Extreme duration,24
8158,10224,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,In-flight meal not included,10406.0,Long-haul,13
8159,10225,IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 07 Jun,10h 30m,1 stop,No info,5883.0,Long-haul,10
8160,10226,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,21:00,10h 15m,1 stop,No info,6838.0,Long-haul,10
8161,10228,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 10 Jun,8h 40m,1 stop,In-flight meal not included,10577.0,Medium,8
8162,10230,Vistara,6/06/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216.0,Short-haul,3
8163,10232,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 02 May,7h 30m,1 stop,No info,14781.0,Medium,7
8164,10233,Jet Airways,6/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229.0,Short-haul,3
8165,10234,IndiGo,9/03/2019,Kolkata,Banglore,CCU → BLR,22:10,00:55 10 Mar,2h 45m,non-stop,No info,4148.0,Short-haul,2
8166,10235,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,In-flight meal not included,7268.0,Medium,7
8167,10236,Air India,1/06/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,6245.0,Short-haul,2
8168,10237,Jet Airways,1/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 02 Jun,21h 40m,2 stops,No info,13376.0,Extreme duration,21
8169,10239,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 04 Jun,26h 10m,1 stop,In-flight meal not included,11507.0,Extreme duration,26
8170,10240,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:10 25 Mar,16h 10m,1 stop,No info,13310.0,Long-haul,16
8171,10241,Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,7754.0,Short-haul,3
8172,10242,IndiGo,1/04/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754.0,Short-haul,1
8173,10243,Air India,12/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 13 Jun,21h 15m,2 stops,No info,10231.0,Extreme duration,21
8174,10244,Jet Airways,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 04 Jun,26h 55m,2 stops,In-flight meal not included,10368.0,Extreme duration,26
8175,10246,Jet Airways,3/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25 04 Mar,23h,2 stops,No info,18799.0,Extreme duration,23
8176,10247,IndiGo,9/03/2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,No info,4462.0,Short-haul,2
8177,10248,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,19:10 13 May,22h 45m,1 stop,No info,13067.0,Extreme duration,22
8178,10249,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 02 Apr,24h 55m,1 stop,No info,12681.0,Extreme duration,24
8179,10250,Vistara,3/06/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,3687.0,Short-haul,2
8180,10251,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:35 28 Mar,8h 5m,1 stop,No info,6628.0,Medium,8
8181,10252,Air India,9/03/2019,Delhi,Cochin,DEL → BOM → COK,21:40,07:40 10 Mar,10h,1 stop,No info,13832.0,Long-haul,10
8182,10253,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,non-stop,No info,6860.0,Short-haul,3
8183,10256,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 13 Jun,23h 15m,1 stop,In-flight meal not included,10262.0,Extreme duration,23
8184,10257,IndiGo,21/05/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754.0,Short-haul,1
8185,10258,Air Asia,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,22:55,15h 20m,1 stop,,6785.0,Long-haul,15
8186,10260,Jet Airways,21/05/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 22 May,8h 25m,2 stops,In-flight meal not included,15318.0,Medium,8
8187,10261,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 10 Mar,10h 10m,1 stop,,14053.0,Long-haul,10
8188,10262,Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No info,8040.0,Short-haul,1
8189,10265,Air Asia,27/03/2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 28 Mar,14h 25m,1 stop,No info,6151.0,Long-haul,14
8190,10266,SpiceJet,3/06/2019,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,No info,5409.0,Short-haul,4
8191,10267,Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20 22 May,24h,1 stop,No info,9345.0,Extreme duration,24
8192,10268,Air India,15/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 16 Jun,30h 20m,2 stops,No info,12646.0,Extreme duration,30
8193,10270,IndiGo,6/03/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,4784.0,Short-haul,1
8194,10271,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 28 Mar,6h 35m,1 stop,No info,12242.0,Medium,6
8195,10272,Air Asia,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,22:40,10:40 10 Jun,12h,1 stop,No info,11323.0,Long-haul,12
8196,10273,Air Asia,18/04/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,4409.0,Short-haul,2
8197,10276,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,13029.0,Long-haul,13
8198,10277,IndiGo,12/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4804.0,Short-haul,2
8199,10279,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,12:35 28 Jun,21h 35m,1 stop,In-flight meal not included,11507.0,Extreme duration,21
8200,10280,Air Asia,24/03/2019,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,non-stop,No info,5964.0,Short-haul,2
8201,10281,IndiGo,12/06/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,6386.0,Medium,5
8202,10282,Air India,9/04/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,6377.0,Long-haul,11
8203,10283,SpiceJet,18/03/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3807.0,Short-haul,2
8204,10284,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 04 Jun,9h 30m,1 stop,No info,13377.0,Medium,9
8205,10285,SpiceJet,12/04/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841.0,Short-haul,2
8206,10286,Air India,6/06/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 07 Jun,24h,1 stop,No info,6528.0,Extreme duration,24
8207,10287,Air India,24/05/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,3100.0,Short-haul,1
8208,10288,Vistara,24/06/2019,Chennai,Kolkata,MAA → CCU,07:45,10:00,2h 15m,non-stop,No info,8028.0,Short-haul,2
8209,10289,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,05:05 07 Mar,21h 5m,1 stop,No info,14815.0,Extreme duration,21
8210,10290,IndiGo,12/06/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943.0,Short-haul,2
8211,10291,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 13 Jun,7h 30m,1 stop,No info,14714.0,Medium,7
8212,10292,SpiceJet,24/04/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5h 15m,1 stop,No info,4859.0,Medium,5
8213,10293,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,In-flight meal not included,10844.0,Medium,8
8214,10294,IndiGo,18/03/2019,Banglore,New Delhi,BLR → HYD → DEL,12:10,17:05,4h 55m,1 stop,No info,4410.0,Short-haul,4
8215,10295,IndiGo,21/05/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754.0,Short-haul,1
8216,10296,Jet Airways,6/04/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,7229.0,Short-haul,3
8217,10297,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 10 Mar,2h 50m,non-stop,No info,5694.0,Short-haul,2
8218,10300,Air India,9/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 10 Jun,14h 25m,2 stops,No info,12199.0,Long-haul,14
8219,10302,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,00:45 19 Mar,19h,1 stop,In-flight meal not included,7832.0,Extreme duration,19
8220,10303,SpiceJet,21/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,non-stop,No info,4945.0,Short-haul,2
8221,10304,Air India,03/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,05:50,22:10 07 Mar,40h 20m,2 stops,No info,11791.0,Extreme duration,40
8222,10305,SpiceJet,12/04/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841.0,Short-haul,2
8223,10306,GoAir,3/04/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,4239.0,Short-haul,2
8224,10307,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,00:45 07 Mar,10h 40m,1 stop,No info,14815.0,Long-haul,10
8225,10308,Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,No info,13014.0,Medium,9
8226,10309,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,No info,11789.0,Medium,8
8227,10310,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,04:45 25 Mar,9h,1 stop,In-flight meal not included,10031.0,Medium,9
8228,10311,Air India,15/05/2019,Kolkata,Banglore,CCU → BOM → HBX → BLR,09:25,17:20 16 May,31h 55m,2 stops,No info,13616.0,Extreme duration,31
8229,10312,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:35 22 Mar,6h 35m,1 stop,No info,6838.0,Medium,6
8230,10313,Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229.0,Short-haul,3
8231,10314,IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4990.0,Short-haul,2
8232,10316,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30 10 May,10h 25m,2 stops,No info,18191.0,Long-haul,10
8233,10317,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 13 Jun,13h 20m,1 stop,In-flight meal not included,10539.0,Long-haul,13
8234,10318,Air Asia,9/03/2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 10 Mar,14h 25m,1 stop,,8327.0,Long-haul,14
8235,10320,SpiceJet,12/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 13 Jun,2h 20m,non-stop,No info,3873.0,Short-haul,2
8236,10321,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,10:25 16 Mar,13h,1 stop,No info,13555.0,Long-haul,13
8237,10322,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 25 May,22h 15m,1 stop,In-flight meal not included,10844.0,Extreme duration,22
8238,10323,Vistara,1/04/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,5403.0,Short-haul,2
8239,10324,Air India,21/05/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145.0,Short-haul,2
8240,10325,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 10 Jun,23h 45m,1 stop,In-flight meal not included,10577.0,Extreme duration,23
8241,10326,Air India,9/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 10 May,23h 40m,2 stops,No info,9925.0,Extreme duration,23
8242,10327,IndiGo,15/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754.0,Short-haul,1
8243,10330,IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,6144.0,Short-haul,2
8244,10331,Jet Airways,6/03/2019,Mumbai,Hyderabad,BOM → BDQ → DEL → HYD,19:50,16:50 07 Mar,21h,2 stops,No info,24210.0,Extreme duration,21
8245,10333,SpiceJet,18/03/2019,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,non-stop,No info,2437.0,Short-haul,1
8246,10334,SpiceJet,12/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,2753.0,Short-haul,1
8247,10335,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,23:35,14h,1 stop,No info,14151.0,Long-haul,14
8248,10336,Vistara,21/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982.0,Short-haul,2
