idx	index	artists	name	danceability
17247	17247	['Bowling For Soup']	I Melt With You	0.434
3778	3778	['Mac Miller']	Wake Up	0.737
28513	28513	['Migos']	Handsome And Wealthy	0.858
4116	4116	['Jhené Aiko']	P*$$Y Fairy (OTW)	0.523
26561	26561	['Matoma', 'The Notorious B.I.G.', 'Ja Rule', ...	Old Thing Back (feat. Ja Rule and Ralph Tresvant)	0.805
1712	1712	['Tyler, The Creator', 'Estelle']	Garden Shed (feat. Estelle)	0.423
18526	18526	['Elina']	Champion	0.650
13951	13951	['Jeremy Soule']	Frostfall	0.168
9397	9397	['Brazos']	Day Glo	0.671
24889	24889	['Lil Uzi Vert']	Futsal Shuffle 2020	0.881
7538	7538	['Marvin Winans']	Draw Me Close/Thy Will Be Done	0.508
24655	24655	['Wheeler Walker Jr.']	Fuck You Bitch	0.549
27006	27006	['Polo G']	Through Da Storm	0.710
7747	7747	['Dan + Shay']	First Time Feeling	0.514
26194	26194	['Parachute']	Forever And Always	0.657
16134	16134	['Sam Smith']	Good Thing	0.615
16976	16976	['The Redwalls']	You'll Never Know	0.465
35053	35053	['Flatbush Zombies']	Bounce	0.628
9860	9860	['Chicano Batman']	Cycles of Existential Rhyme	0.483
6845	6845	['Spongebob Squarepants']	Jelly Fish Jam	0.738
37334	37334	['Papithbk']	Sad Nibba Hours	0.745
30798	30798	['Berhana']	Grey Luh	0.543
7841	7841	['Whitewoods ']	Beach Walk	0.456
27013	27013	['Still Woozy']	Habit	0.767
18136	18136	['Hozier']	Work Song	0.484
32750	32750	['Chet Faker']	Gold	0.616
20587	20587	['NoMBe', 'Thutmose']	Summer's Gone	0.599
18812	18812	['Blue October']	Schizophrenia	0.551
7227	7227	['Fever Ray']	Keep The Streets Empty For Me	0.577
20827	20827	["Charmaine D'Avis"]	Rêvasseur	0.176
33701	33701	['50 Cent', 'Snoop Dogg']	P.I.M.P. - Snoop Dogg Remix	0.652
6460	6460	['Wu-Tang Clan']	Ya'll Been Warned	0.792
2128	2128	['Los Angeles Azules']	Juventud	0.645
11317	11317	['Kalafina']	To the Beginning	0.325
34168	34168	['Jill Scott']	My Petition	0.498
7140	7140	['JJ Lin']	醉赤壁	0.523
31138	31138	['Jonathan Groff']	Lost in the Woods	0.366
37421	37421	['Gunna']	DON'T PLAY AROUND	0.742
28552	28552	['Frankie Ballard']	Helluva Life	0.564
25465	25465	["Destiny's Child"]	Lose My Breath	0.814
36189	36189	['Ottorino Respighi', "Orchestra dell' Accadem...	Pini di Roma (The Pines of Rome): III. I pini ...	0.075
4415	4415	['3 Doors Down']	Ticket To Heaven	0.574
736	736	['Eddie Vedder']	No Ceiling	0.724
20845	20845	['The 1975']	Jesus Christ 2005 God Bless America	0.525
3166	3166	['Godsmack']	Whiskey Hangover	0.558
16888	16888	['Dishwalla']	Every Little Thing	0.559
36197	36197	['Loudon Wainwright III']	Daughter	0.431
10334	10334	['Kevin Gates']	Fatal Attraction	0.896
14401	14401	['CNCO', 'Yandel']	Hey DJ	0.798
28165	28165	['Johnny Cash']	Ring Of Fire - 1988 Version	0.721
22851	22851	['HIXTAPE', 'HARDY', 'Lauren Alaina', 'Devin D...	One Beer (HARDY feat. Lauren Alaina, Devin Daw...	0.516
3908	3908	['BTS']	FAKE LOVE	0.557
26903	26903	['Lil Baby', 'Gunna', 'Drake']	Never Recover (Lil Baby & Gunna, Drake)	0.753
31988	31988	['Mike Jones', 'Bun B', 'Snoop Dogg']	My 64 (feat. Bun B & Snoop Dogg)	0.779
2397	2397	['Dru Hill']	I Love You	0.370
34956	34956	['Rae Sremmurd']	Look Alive	0.786
8552	8552	["Compton's Most Wanted"]	Streiht Up Menace	0.766
2455	2455	['Nada Surf']	Inside Of Love	0.394
21727	21727	['Vanilla Ice']	Ice Ice Baby	0.979
9581	9581	['Milli Vanilli']	Blame It on the Rain	0.758
4643	4643	['Alexander Borodin', 'Julian Lloyd Webber', '...	Nocturne	0.224
19660	19660	['fun.']	I Wanna Be the One	0.772
27060	27060	['Intocable']	Enséñame A Olvidarte	0.426
28620	28620	['White Noise Baby Sleep', 'White Noise for Ba...	The Early Morning Rain	0.000
12950	12950	['Gloc 9', 'Hannah Romawac']	Hinahanap Ng Puso	0.707
34813	34813	['G-Eazy', 'A$AP Ferg', 'Danny Seth']	Lotta That (feat. A$AP Ferg & Danny Seth)	0.712
11628	11628	['Dizzee Rascal', 'Calvin Harris', 'Chrome']	Dance Wiv Me - Radio Edit	0.878
10470	10470	['Luis Fonsi', 'Aleks Syntek', 'Noel Schajris'...	Aqui Estoy Yo	0.429
9613	9613	['HELLYEAH']	Drink Drank Drunk	0.477
27082	27082	['Dynamite Hack']	Boyz In The Hood	0.684
16705	16705	['Shyne']	That's Gangsta	0.716
27687	27687	['Ice Cube']	Why We Thugs	0.683
5292	5292	['Bassnectar']	Timestretch	0.512
30080	30080	['Jay Electronica']	Exhibit C	0.490
20591	20591	['Tyler Braden']	Leave Me Alone	0.403
6162	6162	['OneRepublic']	Wanted	0.668
26112	26112	['Camila']	Mientes	0.331
29912	29912	['Esperanza de Vida']	Precioso Jesús	0.501
17926	17926	['FIDLAR']	Cheap Beer	0.284
14463	14463	['Tuva Meyer']	Dream about me	0.169
7745	7745	['Sam Smith']	Life Support	0.456
18472	18472	['XXXTENTACION', 'Travis Barker']	Pain = BESTFRIEND - feat. Travis Barker	0.671
36931	36931	['FKA twigs']	Two Weeks	0.480
41046	41046	['Warren Haynes', 'Derek Trucks', 'Susan Tedes...	Will The Circle Be Unbroken - Live	0.303
7997	7997	['Anderson .Paak', 'Talib Kweli', 'Timan Famil...	The Dreamer (feat. Talib Kweli & Timan Family ...	0.520
16848	16848	['INDIA']	Ese Hombre	0.562
27106	27106	['Spineshank']	New Disease	0.566
39513	39513	['Lil Yachty']	Split/Whole Time	0.667
19619	19619	['Cut Copy']	Strangers In The Wind	0.564
17336	17336	['Defiance, Ohio']	Oh, Susquehanna!	0.562
