,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,user_type_cat,duration_trim,duration_time,tire_sizes,ride_date
22006,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,2458,3,1988,Female,3,4,4,26,2025-09-02
22007,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,3355,3,1990,Male,3,5,5,26,2024-02-21
22008,7 minutes,3,Powell St BART Station (Market St at 4th St),343,Bryant St at 2nd St,4609,1,1974,Male,1,7,7,27,2023-03-09
22009,7 minutes,5,Powell St BART Station (Market St at 5th St),9,Broadway at Battery St,563,2,1972,Male,2,7,7,26,2026-03-25
22010,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5082,1,1987,Male,1,2,2,27,2024-10-23
22011,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,5047,2,1965,Male,2,3,3,26,2022-05-18
22012,8 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4635,1,1984,Male,1,8,8,26,2024-08-02
22013,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5477,3,1987,Male,3,5,5,27,2024-12-03
22014,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5005,3,1989,Female,3,20,20,27,2025-06-27
22015,12 minutes,3,Powell St BART Station (Market St at 4th St),41,Golden Gate Ave at Polk St,4954,2,1955,Male,2,12,12,27,2021-03-04
22016,5 minutes,81,Berry St at 4th St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5082,2,1986,Male,2,5,5,26,2025-03-11
22017,9 minutes,81,Berry St at 4th St,4,Cyril Magnin St at Ellis St,4963,1,1990,Male,1,9,9,26,2022-11-25
22018,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2287,2,1972,Male,2,9,9,27,2025-11-05
22019,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4826,2,1987,Male,2,7,7,26,2025-11-10
22020,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),79,7th St at Brannan St,209,3,1982,Female,3,11,11,27,2024-11-15
22021,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,5082,2,1978,Male,2,10,10,26,2020-08-28
22022,96 minutes,5,Powell St BART Station (Market St at 5th St),380,Masonic Ave at Turk St,3109,1,1986,Male,1,96,96,27,2024-10-04
22023,95 minutes,5,Powell St BART Station (Market St at 5th St),380,Masonic Ave at Turk St,1709,1,1986,Male,1,95,95,27,2026-03-13
22024,9 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,167,2,1975,Male,2,9,9,26,2025-01-08
22025,156 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,3652,1,1964,Male,1,156,156,26,2021-03-27
22026,9 minutes,81,Berry St at 4th St,110,17th & Folsom Street Park (17th St at Folsom St),5482,2,1985,Female,2,9,9,26,2025-07-13
22027,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,5386,3,1960,Male,3,7,7,27,2021-02-23
22028,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,472,3,1963,Male,3,5,5,26,2025-07-16
22029,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),4831,2,1992,Male,2,10,10,26,2021-10-07
22030,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4329,1,1982,Male,1,15,15,27,2023-04-11
22031,3 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,1195,2,1984,Male,2,3,3,26,2020-07-12
22032,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5008,2,1973,Male,2,3,3,26,2020-12-22
22033,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),25,Howard St at 2nd St,5453,1,1986,Male,1,2,2,27,2020-05-23
22034,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5264,2,1991,Male,2,14,14,27,2022-09-25
22035,7 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,4570,2,1986,Male,2,7,7,26,2022-12-28
22036,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4965,1,1979,Male,1,12,12,26,2023-08-22
22037,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5386,3,1980,Male,3,7,7,26,2021-06-17
22038,10 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5044,1,1983,Female,1,10,10,27,2021-10-06
22039,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2916,2,1984,Female,2,12,12,26,2021-04-16
22040,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,2873,2,1989,Female,2,7,7,26,2023-09-24
22041,11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,1468,1,1980,Male,1,11,11,26,2022-01-07
22042,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4940,2,1995,Female,2,6,6,26,2021-03-09
22043,12 minutes,16,Steuart St at Market St,350,8th St at Brannan St,4413,2,1988,Female,2,12,12,26,2025-09-17
22044,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5262,2,1994,Male,2,5,5,27,2020-04-15
22045,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5240,3,1987,Male,3,6,6,26,2024-07-20
22046,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5341,1,1983,Other,1,4,4,26,2023-09-02
22047,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,181,1,1970,Male,1,13,13,26,2025-06-26
22048,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),64,5th St at Brannan St,1653,2,1960,Male,2,12,12,26,2021-03-30
22049,7 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,5105,2,1983,Male,2,7,7,26,2025-10-10
22050,5 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,4928,2,1986,Female,2,5,5,26,2023-07-18
22051,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),119,18th St at Noe St,5267,1,1985,Other,1,16,16,26,2021-05-13
22052,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4712,3,1993,Male,3,8,8,27,2024-08-17
22053,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4976,3,1987,Male,3,8,8,27,2023-04-02
22054,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),323,Broadway at Kearny,5523,3,1959,Male,3,18,18,26,2023-11-06
22055,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,310,2,1981,Male,2,9,9,26,2025-03-17
22056,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,5265,2,1979,Female,2,7,7,27,2024-11-12
22057,5 minutes,5,Powell St BART Station (Market St at 5th St),324,Union Square (Powell St at Post St),1863,2,1979,Male,2,5,5,26,2021-01-31
22058,8 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,4571,3,1990,Male,3,8,8,26,2025-09-24
22059,10 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5037,3,1972,Male,3,10,10,26,2020-05-28
22060,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),28,The Embarcadero at Bryant St,4964,2,1973,Male,2,6,6,26,2021-06-26
22061,6 minutes,3,Powell St BART Station (Market St at 4th St),50,2nd St at Townsend St,5557,3,1993,Male,3,6,6,26,2021-01-15
22062,7 minutes,81,Berry St at 4th St,321,5th St at Folsom,4821,3,1989,Female,3,7,7,26,2025-08-10
22063,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,4948,1,1984,Male,1,5,5,27,2023-01-06
22064,13 minutes,81,Berry St at 4th St,112,Harrison St at 17th St,2875,2,1974,Male,2,13,13,26,2021-04-06
22065,8 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,2907,2,1986,Male,2,8,8,26,2026-01-11
22066,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4998,2,1984,Male,2,5,5,27,2025-04-22
22067,7 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4329,1,1978,Male,1,7,7,27,2025-03-22
22068,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4414,3,1987,Male,3,18,18,27,2021-11-17
22069,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,3727,2,1969,Male,2,15,15,27,2025-11-14
22070,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,2753,3,1975,Male,3,12,12,26,2022-12-01
22071,12 minutes,81,Berry St at 4th St,14,Clay St at Battery St,4848,1,1983,Female,1,12,12,26,2023-04-20
22072,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4894,2,1974,Male,2,4,4,27,2022-10-01
22073,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,5273,1,1978,Male,1,5,5,27,2023-01-04
22074,11 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5301,3,1966,Male,3,11,11,27,2024-06-18
22075,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,4822,2,1984,Male,2,11,11,27,2023-03-07
22076,13 minutes,16,Steuart St at Market St,126,Esprit Park,5425,1,1971,Male,1,13,13,27,2025-10-12
22077,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,1468,3,1972,Male,3,11,11,27,2025-01-10
22078,4 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4948,3,1974,Male,3,4,4,27,2026-03-14
22079,7 minutes,22,Howard St at Beale St,19,Post St at Kearny St,5070,3,1974,Male,3,7,7,26,2025-06-13
22080,16 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),2915,1,1989,Female,1,16,16,27,2020-05-23
22081,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5239,3,1980,Female,3,10,10,27,2024-06-24
22082,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,5482,3,1991,Male,3,7,7,26,2025-08-25
22083,9 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5286,3,1977,Male,3,9,9,27,2025-04-30
22084,5 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4557,1,1979,Male,1,5,5,26,2026-03-18
22085,9 minutes,22,Howard St at Beale St,43,San Francisco Public Library (Grove St at Hyde St),5529,3,1985,Male,3,9,9,26,2026-02-07
22086,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,4405,2,1992,Male,2,15,15,26,2023-04-12
22087,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5014,3,1989,Male,3,4,4,27,2025-03-16
22088,24 minutes,22,Howard St at Beale St,345,Hubbell St at 16th St,4728,3,1987,Male,3,24,24,26,2025-11-08
22089,24 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),963,2,1982,Female,2,24,24,27,2021-06-24
22090,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4770,2,1984,Male,2,4,4,27,2020-08-22
22091,2 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,5001,2,1991,Male,2,2,2,26,2024-03-11
22092,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3034,2,1977,Male,2,7,7,27,2022-12-09
22093,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,4997,2,1986,Male,2,5,5,26,2023-11-26
22094,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5229,3,1971,Male,3,6,6,27,2024-07-16
22095,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),23,The Embarcadero at Steuart St,2152,2,1987,Male,2,3,3,27,2024-04-15
22096,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4938,2,1980,Male,2,5,5,26,2025-08-05
22097,5 minutes,22,Howard St at Beale St,349,Howard St at Mary St,4732,3,1988,Male,3,5,5,27,2024-12-25
22098,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,3624,2,1967,Male,2,3,3,27,2020-04-04
22099,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,851,2,1990,Female,2,6,6,27,2020-05-18
22100,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),36,Folsom St at 3rd St,4741,3,1983,Male,3,4,4,27,2021-04-03
22101,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5262,2,1992,Male,2,6,6,27,2021-03-04
22102,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5097,2,1992,Male,2,5,5,27,2021-05-13
22103,5 minutes,16,Steuart St at Market St,21,Montgomery St BART Station (Market St at 2nd St),4940,3,1983,Female,3,5,5,26,2020-10-18
22104,12 minutes,81,Berry St at 4th St,16,Steuart St at Market St,1195,1,1983,Female,1,12,12,27,2021-08-01
22105,14 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,4452,1,1978,Male,1,14,14,26,2022-08-26
22106,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5442,3,1990,Female,3,11,11,27,2025-07-18
22107,10 minutes,81,Berry St at 4th St,101,15th St at Potrero Ave,6147,2,1990,Female,2,10,10,26,2026-01-05
22108,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,498,3,1976,Male,3,5,5,27,2025-06-19
22109,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4848,2,1976,Male,2,10,10,26,2022-08-07
22110,8 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,4826,1,1981,Male,1,8,8,26,2021-12-22
22111,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5548,2,1978,Male,2,6,6,26,2020-07-03
22112,8 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),3253,2,1984,Male,2,8,8,27,2024-09-04
22113,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,1830,2,1980,Male,2,6,6,26,2024-02-29
22114,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,1896,3,1991,Male,3,10,10,27,2025-12-14
22115,6 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3531,3,1968,Male,3,6,6,27,2020-04-25
22116,3 minutes,22,Howard St at Beale St,21,Montgomery St BART Station (Market St at 2nd St),5273,3,1984,Male,3,3,3,26,2023-04-14
22117,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5262,2,1997,Male,2,9,9,26,2025-11-21
22118,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,2101,2,1987,Male,2,4,4,27,2021-10-07
22119,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,5505,1,1985,Male,1,6,6,27,2022-01-16
22120,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,1153,2,1975,Male,2,16,16,26,2025-10-29
22121,10 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4413,2,1988,Male,2,10,10,27,2023-06-12
22122,9 minutes,22,Howard St at Beale St,81,Berry St at 4th St,5286,3,1979,Female,3,9,9,26,2021-02-06
22123,6 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,1396,2,1987,Male,2,6,6,27,2025-04-07
22124,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,2068,1,1986,Male,1,14,14,26,2024-11-18
22125,9 minutes,22,Howard St at Beale St,60,8th St at Ringold St,5412,2,1987,Male,2,9,9,26,2024-10-02
22126,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,1104,2,1986,Male,2,9,9,27,2022-02-18
22127,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5247,2,1996,Male,2,7,7,27,2022-11-11
22128,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),2702,2,1968,Male,2,15,15,27,2024-07-18
22129,7 minutes,81,Berry St at 4th St,28,The Embarcadero at Bryant St,2618,2,1985,Male,2,7,7,27,2026-03-30
22130,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,3616,2,1991,Male,2,12,12,27,2023-08-02
22131,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),1584,2,1988,Male,2,12,12,26,2021-08-12
22132,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,2436,3,1995,Male,3,13,13,27,2023-03-21
22133,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,406,2,1989,Male,2,12,12,26,2025-04-23
22134,6 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,3105,3,1982,Female,3,6,6,26,2024-05-16
22135,10 minutes,81,Berry St at 4th St,22,Howard St at Beale St,2497,2,1986,Male,2,10,10,27,2020-04-27
22136,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,3569,1,1973,Male,1,14,14,27,2022-12-23
22137,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),1864,2,1991,Male,2,10,10,27,2025-11-07
22138,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),3034,3,1984,Male,3,11,11,27,2020-09-26
22139,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2152,2,1977,Male,2,9,9,27,2021-09-07
22140,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5070,1,1988,Male,1,7,7,27,2023-02-03
22141,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1653,2,1988,Female,2,11,11,27,2023-12-18
22142,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,1905,2,1994,Female,2,12,12,27,2023-06-21
22143,11 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,4940,2,1983,Other,2,11,11,26,2023-04-11
22144,4 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,5342,3,1970,Male,3,4,4,27,2024-05-10
22145,9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5548,2,1982,Male,2,9,9,26,2024-05-03
22146,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),2784,2,1974,Male,2,13,13,27,2024-08-27
22147,11 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,4822,3,1968,Male,3,11,11,27,2021-10-28
22148,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),116,Mississippi St at 17th St,2119,3,1983,Male,3,8,8,27,2021-08-29
22149,3 minutes,81,Berry St at 4th St,92,Mission Bay Kids Park,5482,2,1984,Male,2,3,3,27,2026-03-14
22150,9 minutes,22,Howard St at Beale St,10,Washington St at Kearny St,5027,2,1982,Male,2,9,9,27,2022-05-11
22151,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,2907,1,1989,Female,1,5,5,26,2021-07-12
22152,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,2238,3,1990,Male,3,9,9,26,2024-05-30
22153,10 minutes,81,Berry St at 4th St,22,Howard St at Beale St,1396,2,1978,Male,2,10,10,26,2026-03-22
22154,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,109,2,1983,Male,2,9,9,26,2022-12-11
22155,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),87,Folsom St at 13th St,5191,1,1987,Male,1,15,15,27,2022-11-23
22156,13 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1896,2,1958,Female,2,13,13,26,2021-08-13
22157,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,5384,2,1970,Male,2,2,2,26,2022-04-11
22158,11 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4793,1,1985,Female,1,11,11,27,2023-04-13
22159,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,3379,3,1976,Male,3,14,14,26,2024-01-28
22160,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,5282,1,1989,Male,1,13,13,26,2021-09-16
22161,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5566,2,1995,Male,2,2,2,27,2024-11-01
22162,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,3542,2,1991,Male,2,7,7,27,2022-11-14
22163,52 minutes,3,Powell St BART Station (Market St at 4th St),10,Washington St at Kearny St,5290,1,1974,Male,1,52,52,26,2023-09-04
22164,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),908,2,1979,Male,2,9,9,26,2024-09-28
22165,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4719,2,1981,Male,2,6,6,27,2024-07-12
22166,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,4602,2,1975,Male,2,10,10,27,2021-10-17
22167,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),10,Washington St at Kearny St,2026,2,1958,Male,2,4,4,27,2025-07-14
22168,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,3388,2,1986,Male,2,7,7,27,2020-08-20
22169,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,3643,1,1979,Male,1,13,13,27,2022-10-04
22170,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),3671,2,1983,Male,2,6,6,26,2024-03-15
22171,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,176,2,1987,Male,2,13,13,27,2023-08-14
22172,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,444,3,1985,Male,3,7,7,26,2022-08-29
22173,5 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),5229,3,1991,Male,3,5,5,26,2023-06-19
22174,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,48,2,1969,Male,2,12,12,26,2022-11-13
22175,4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,1655,3,1950,Female,3,4,4,26,2026-01-23
22176,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,2351,1,1996,Male,1,12,12,27,2024-03-06
22177,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),343,Bryant St at 2nd St,2187,3,1960,Female,3,6,6,26,2021-09-22
22178,10 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,2726,3,1977,Male,3,10,10,26,2025-01-05
22179,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),104,4th St at 16th St,119,1,1982,Female,1,7,7,27,2025-05-20
22180,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5412,2,1992,Female,2,9,9,27,2021-05-07
22181,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1104,2,1988,Male,2,6,6,27,2021-06-29
22182,4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,953,2,1947,Male,2,4,4,27,2022-12-03
22183,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,903,2,1989,Male,2,5,5,26,2021-07-11
22184,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4653,3,1983,Male,3,6,6,27,2024-12-13
22185,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),4799,3,1989,Female,3,11,11,26,2025-03-27
22186,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),59,S Van Ness Ave at Market St,5204,3,1967,Male,3,11,11,27,2021-04-17
22187,15 minutes,22,Howard St at Beale St,74,Laguna St at Hayes St,5019,1,1977,Male,1,15,15,27,2022-11-23
22188,13 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),963,2,1991,Male,2,13,13,26,2023-03-16
22189,1 minutes,81,Berry St at 4th St,81,Berry St at 4th St,1360,3,1985,Male,3,1,1,27,2026-03-26
22190,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),66,3rd St at Townsend St,242,1,1978,Male,1,2,2,26,2023-11-26
22191,7 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,688,2,1990,Male,2,7,7,27,2022-02-01
22192,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5105,1,1969,Male,1,9,9,26,2021-10-25
22193,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),112,Harrison St at 17th St,4835,1,1991,Male,1,7,7,26,2025-12-31
22194,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,2684,2,1990,Male,2,9,9,27,2025-05-07
22195,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,4413,1,1982,Female,1,9,9,26,2021-01-29
22196,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,484,2,1983,Male,2,9,9,27,2022-08-28
22197,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5384,1,1968,Male,1,7,7,26,2020-08-20
22198,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5555,3,1996,Male,3,8,8,27,2020-11-21
